Namiq Yadulla Abdullayev,"Wrestling Men's Featherweight, Freestyle"
Laye Abdullayeva,"Athletics Women's 5,000 metres"
lqar Abdulov,"Wrestling Men's Middleweight, Greco-Roman"
Abdullah Abdulrahman Zeyab,Swimming Men's 100 metres Freestyle
Abir Abdulrahman Khalil Mahmoud Khalil,Weightlifting Women's Light-Heavyweight
Abir Abdulrahman Khalil Mahmoud Khalil,Weightlifting Women's Heavyweight
Amer Abdulrahman Abdallah Hussain Al-Hammadi,Football Men's Football
Omar Abdulrahman Ahmad Al-Raaqi Al-Amoudi,Football Men's Football
Shaza Yahia Nazih Abdulrahman El-Sayed,Synchronized Swimming Women's Team
Shaza Yahia Nazih Abdulrahman El-Sayed,Synchronized Swimming Women's Duet
Najim Abdulrazak Al-Enazy,Athletics Men's Discus Throw
Zeyad Abdulrazak Al-Khudhur Al-Enazy,Athletics Men's 110 metres Hurdles
Waheed Abdulridha Waheed Karaawi,Boxing Men's Middleweight
Mohamed Abdultwab Ibrahim Abd El-Baki,Weightlifting Men's Featherweight
Mohamed Abdultwab Ibrahim Abd El-Baki,Weightlifting Men's Lightweight
Julius Shareef Abdur-Rahim,Basketball Men's Basketball
Sherzod Abdurahmonov,Boxing Men's Middleweight
Rasul Abduraim,Taekwondo Men's Featherweight
Rasul Abduraim,Taekwondo Men's Welterweight
Bekzod Makhamadzhonovich Abdurakhmonov,"Wrestling Men's Middleweight, Freestyle"
Mukhamadmurod Abdurakhmonov,Judo Men's Heavyweight
Adlan Aliyevich Abdurashidov,Boxing Men's Lightweight
Yusup Abdusalomov,"Wrestling Men's Middleweight, Freestyle"
Yusup Abdusalomov,"Wrestling Men's Light-Heavyweight, Freestyle"
Fawzi Abdussalam,Cycling Men's Sprint
Andrey Khakimovich Abduvaliyev,Athletics Men's Hammer Throw
Dzhamolidin Mirgarifanovich Abduzhaparov,"Cycling Men's Road Race, Individual"
Aybek Abdymomunov,Boxing Men's Bantamweight
Isao Ko Abe,Athletics Men's Hammer Throw
Kazumi Abe,Bobsleigh Men's Two
Kazumi Abe,Bobsleigh Men's Four
Kazuo Abe,"Wrestling Men's Lightweight, Freestyle"
Kinya Abe,"Fencing Men's Foil, Individual"
Kiyoshi Abe,"Wrestling Men's Featherweight, Freestyle"
Masashi Abe,Nordic Combined Men's Team
Masashi Abe,Nordic Combined Men's Individual
Naoki Abe,Athletics Men's 4 x 100 metres Relay
Naoki Abe,Athletics Men's Long Jump
Osamu Abe,Rowing Men's Coxed Pairs
Shigeaki Abe,Basketball Men's Basketball
Shinnosuke Abe,Baseball Men's Baseball
"Sanshiro ""Sonny"" Abe","Wrestling Men's Bantamweight, Freestyle"
Tadashi Abe,Rowing Men's Coxed Fours
Tadashi Abe,Rowing Men's Coxed Eights
Tadatoshi Abe,Hockey Men's Hockey
Wakako Abe,"Cycling Women's Road Race, Individual"
Yoshiyuki Abe,"Cycling Men's Road Race, Individual"
Yuki Abe,Football Men's Football
Angelik Abebame,Handball Women's Handball
Addis Abebe,"Athletics Men's 5,000 metres"
Addis Abebe,"Athletics Men's 10,000 metres"
Biruk Abebe,"Cycling Men's Road Race, Individual"
Biruk Abebe,Cycling Men's 100 kilometres Team Time Trial
Benaissa Abed,Boxing Men's Flyweight
Soha Abed Elaal,Archery Women's Individual
Mojtaba Abedini Shormasti,"Fencing Men's Sabre, Individual"
Thophile Abega Mbida,Football Men's Football
"Max ""Xam"" Abegglen",Football Men's Football
Alexandre Abeid,Volleyball Men's Volleyball
Sonia Abejn Esteban,Rhythmic Gymnastics Women's Group
Abel Carlos da Silva Braga,Football Men's Football
Adolf Gaston Abel,"Art Competitions Mixed Architecture, Designs For Town Planning"
Adolf Gaston Abel,"Art Competitions Mixed Architecture, Architectural Designs"
Brooke Abel,Synchronized Swimming Women's Team
Clarence John Abel,Ice Hockey Men's Ice Hockey
George Gordon Abel,Ice Hockey Men's Ice Hockey
Gnther Abel,Nordic Combined Men's Individual
Irene Abel,Gymnastics Women's Individual All-Around
Irene Abel,Gymnastics Women's Team All-Around
Irene Abel,Gymnastics Women's Floor Exercise
Irene Abel,Gymnastics Women's Horse Vault
Irene Abel,Gymnastics Women's Uneven Bars
Irene Abel,Gymnastics Women's Balance Beam
Jennifer Abel,Diving Women's Springboard
Jennifer Abel,Diving Women's Synchronized Springboard
Katja Abel,Gymnastics Women's Individual All-Around
Katja Abel,Gymnastics Women's Team All-Around
Katja Abel,Gymnastics Women's Floor Exercise
Katja Abel,Gymnastics Women's Uneven Bars
Katja Abel,Gymnastics Women's Balance Beam
Mara Abel Diguez,"Athletics Women's 10,000 metres"
Mara Abel Diguez,Athletics Women's Marathon
Roger Abel,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Roger Abel,"Shooting Men's Rapid-Fire Pistol, 25 metres"
Roger Abel,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Egil Sten Abel,Sailing Mixed 7 metres
Yaritza Abel Rojas,Judo Women's Half-Middleweight
Abelardo Fernndez Antua,Football Men's Football
Arthur Abele,Athletics Men's Decathlon
Ruth Abeles,Gymnastics Women's Individual All-Around
Ruth Abeles,Gymnastics Women's Floor Exercise
Ruth Abeles,Gymnastics Women's Horse Vault
Ruth Abeles,Gymnastics Women's Uneven Bars
Ruth Abeles,Gymnastics Women's Balance Beam
"Louis Grenville ""Lou"" Abell",Rowing Men's Coxed Eights
Jos Javier Abella Fanjul,Football Men's Football
Ramn Neptuno Abella Caside,Water Polo Men's Water Polo
Ral Daniel Abella,Biathlon Men's 10 kilometres Sprint
Ral Daniel Abella,Biathlon Men's 20 kilometres
Ral Daniel Abella,Biathlon Men's 4 x 7.5 kilometres Relay
Alfonso Abelln Lpez,Athletics Men's Marathon
Juan Luis Abelln Pallahi,Water Polo Men's Water Polo
Edwige Marie Abna Fouda,Athletics Women's 4 x 100 metres Relay
Gezahgne Abera,Athletics Men's Marathon
Tesfaye Abera Dibaba,Athletics Men's Marathon
Hugo Ral Aberastegui,Rowing Men's Coxed Fours
Hugo Ral Aberastegui,Rowing Men's Coxed Eights
Arvid berg,Athletics Men's Hammer Throw
Bjrn Olof Conny berg,Freestyle Skiing Men's Moguls
Nils Georg berg,Athletics Men's Long Jump
Nils Georg berg,Athletics Men's Triple Jump
Sara Helena berg,Swimming Women's 50 metres Freestyle
Karl Konrad berg,"Wrestling Men's Middleweight A, Greco-Roman"
Majken berg,Athletics Women's Discus Throw
"Olof Viktor ""Olle"" berg","Athletics Men's 1,500 metres"
Mohamed Aberhoune,Football Men's Football
"Julianne ""Anne"" Abernathy",Luge Women's Singles
Michael Brent Abernathy,Baseball Men's Baseball
Moira Abernethy (-Ford),Swimming Women's 4 x 100 metres Freestyle Relay
Moira Abernethy (-Ford),Swimming Women's 100 metres Backstroke
Salim Abes,Handball Men's Handball
Edme Abetel (-Barr),Alpine Skiing Women's Slalom
Pasqualino Abeti,Athletics Men's 200 metres
Elvan Abeylegesse,"Athletics Women's 1,500 metres"
Elvan Abeylegesse,"Athletics Women's 5,000 metres"
Elvan Abeylegesse,"Athletics Women's 10,000 metres"
Ruwani Abeymanne,"Shooting Women's Air Pistol, 10 metres"
Ruwani Abeymanne,"Shooting Women's Sporting Pistol, 25 metres"
Matthew Duncan Abeysinghe,Swimming Men's 100 metres Freestyle
Narek Abgaryan,Boxing Men's Flyweight
Koutoua Francis Abia,"Canoeing Men's Kayak Doubles, 500 metres"
Koutoua Francis Abia,"Canoeing Men's Kayak Singles, 500 metres"
Koutoua Francis Abia,"Canoeing Men's Kayak Singles, 1,000 metres"
Pablo Abin Vicen,Badminton Men's Singles
David Abibssira,"Shooting Men's Running Target, 50 metres"
Silke Abicht,Diving Women's Platform
Haithem Abid,Football Men's Football
Younis Abid Sadkhan,Football Men's Football
Jaiye Abidoye,Athletics Men's 800 metres
Jaiye Abidoye,"Athletics Men's 1,500 metres"
Sagat Abikeyeva,Judo Women's Half-Heavyweight
Mitsuhiro Abiko,Athletics Men's 4 x 400 metres Relay
Tomomi Abiko,Athletics Women's Pole Vault
"Catherine ""Kate"" Abilla Awino",Rugby Sevens Women's Rugby Sevens
Ismail Abilov (-Nizamolu),"Wrestling Men's Middleweight, Freestyle"
Camille Anne Franoise Abily,Football Women's Football
Endurance Abinuwa,Athletics Women's 4 x 100 metres Relay
Bode Abiodun,Table Tennis Men's Team
Firmin Abissi,Boxing Men's Bantamweight
Sarah Abitbol,Figure Skating Mixed Pairs
Inga Eduardovna Abitova,"Athletics Women's 10,000 metres"
Ceyhun Abiyev,Boxing Men's Light-Flyweight
Diana Monteiro Abla,Water Polo Women's Water Polo
Enver Nazymovych Ablaiev,Freestyle Skiing Men's Aerials
Leslie Ablett,Water Polo Men's Water Polo
"Edgar Allen ""Ed"" Ablowich",Athletics Men's 4 x 400 metres Relay
Denis Mikhaylovich Ablyazin,Gymnastics Men's Team All-Around
Denis Mikhaylovich Ablyazin,Gymnastics Men's Floor Exercise
Denis Mikhaylovich Ablyazin,Gymnastics Men's Horse Vault
Denis Mikhaylovich Ablyazin,Gymnastics Men's Parallel Bars
Denis Mikhaylovich Ablyazin,Gymnastics Men's Horizontal Bar
Denis Mikhaylovich Ablyazin,Gymnastics Men's Rings
Karin Abma,Rowing Women's Coxed Eights
Thorine Christelle Aboa Mbeza,Volleyball Women's Volleyball
Felix Ahmed Aboagye,Football Men's Football
Bukola Dammy Abogunloko,Athletics Women's 4 x 400 metres Relay
Viktor Andreyevich Aboimov,Swimming Men's 400 metres Freestyle
Viktor Andreyevich Aboimov,Swimming Men's 4 x 100 metres Freestyle Relay
Viktor Andreyevich Aboimov,Swimming Men's 4 x 200 metres Freestyle Relay
Viktor Andreyevich Aboimov,Swimming Men's 4 x 100 metres Medley Relay
Mohamed Aboker,Athletics Men's 800 metres
Mohamed Aboker,"Athletics Men's 1,500 metres"
Ilze bola,Alpine Skiing Women's Giant Slalom
Agnese boltia,Alpine Skiing Women's Super G
Agnese boltia,Alpine Skiing Women's Giant Slalom
Agnese boltia,Alpine Skiing Women's Slalom
Abdul Razzak Aboobakur,Athletics Men's 4 x 100 metres Relay
"Matthew ""Matt"" Abood",Swimming Men's 50 metres Freestyle
"Matthew ""Matt"" Abood",Swimming Men's 4 x 100 metres Freestyle Relay
Piroska Abos Gvorgyzakab,Cross Country Skiing Women's 5 kilometres
Piroska Abos Gvorgyzakab,Cross Country Skiing Women's 10 kilometres
Piroska Abos Gvorgyzakab,Cross Country Skiing Women's 20 kilometres
Jean-Pierre Abossolo-Ze,Athletics Men's 400 metres Hurdles
Jean-Pierre Abossolo-Ze,Athletics Men's 4 x 400 metres Relay
Abdelhalim Muhammad Abou,Volleyball Men's Volleyball
Tarek Abou Al Dahab,"Cycling Men's Road Race, Individual"
Tarek Abou Al Dahab,Cycling Men's Sprint
Tarek Abou Al Dahab,"Cycling Men's 1,000 metres Time Trial"
Tarek Abou Al Dahab,"Cycling Men's Individual Pursuit, 4,000 metres"
Bachir Hani Abou Assi,"Wrestling Men's Welterweight, Freestyle"
Ashraf Abou El-Hassan,Volleyball Men's Volleyball
Galal El-Din Abdel Meguid Abou El-Kheir,Water Polo Men's Water Polo
Magdy Abou El-Magd,Handball Men's Handball
Essameldin Abou El-Nein,Basketball Men's Basketball
Abdel Khlik Abou El-Yazi,Hockey Men's Hockey
Mohamed Moustafa Abou Elea,"Wrestling Men's Bantamweight, Greco-Roman"
Mahmoud Abou Elelaa,Volleyball Men's Volleyball
Mohammed Tawfiq Abou Habaga,Football Men's Football
Zaid Abou Hamed,Athletics Men's 400 metres Hurdles
Youssef Kamel Mohamed Abou Ouf,Basketball Men's Basketball
Gaber Mooti Abou Zeid,Volleyball Men's Volleyball
Taher Abou Zeid Sayid Amer,Football Men's Football
Ahmed Farid Abou-Shadi,"Fencing Men's Sabre, Individual"
Ahmed Farid Abou-Shadi,"Fencing Men's Sabre, Team"
Abdel Fattah Abou-Shanab,Rowing Men's Coxed Eights
Sadoon Mohamed Aboub,Boxing Men's Light-Flyweight
Zakaria Aboub,Football Men's Football
Inni Aboubacar,Athletics Men's Marathon
Ibrahim Mohamedin Aboubaker,Athletics Men's Triple Jump
Ahmed Ghmin Aboud,Boxing Men's Bantamweight
Fathi Khalifa Aboud,Athletics Men's Triple Jump
Kamel Aboud,Boxing Men's Welterweight
Marwan Suhail Aboud,"Wrestling Men's Bantamweight, Freestyle"
Rabah Aboud,"Athletics Men's 5,000 metres"
Mamdouh Taha Al-Husseini Abouebaid,Handball Men's Handball
Alaaeldin Ahmad El-Sayyid Abouelkassem,"Fencing Men's Foil, Individual"
Alaaeldin Ahmad El-Sayyid Abouelkassem,"Fencing Men's Foil, Team"
Haysam Farouk Abouelw,Football Men's Football
Waguih Rauf Aboul Seoud,Diving Men's Platform
El-Sayed Aboumedan,Judo Men's Half-Middleweight
Dany Abounaoum,Alpine Skiing Men's Giant Slalom
Dany Abounaoum,Alpine Skiing Men's Slalom
Sdonoud Janvier Abouta,Football Men's Football
Mohamed Mohamed Mohamed Aboutrika,Football Men's Football
Ahmad Shah Abouwi,Hockey Men's Hockey
Adeola Aboyade-Cole,Athletics Men's 110 metres Hurdles
Cheryl Abplanalp,Handball Women's Handball
"Alexander ""Alex"" Abraham (Steglitz)",Athletics Men's Decathlon
Andrei Abraham,Gymnastics Men's Individual All-Around
Andrei Abraham,Gymnastics Men's Team All-Around
Andrei Abraham,Gymnastics Men's Floor Exercise
Andrei Abraham,Gymnastics Men's Horse Vault
Andrei Abraham,Gymnastics Men's Parallel Bars
Andrei Abraham,Gymnastics Men's Horizontal Bar
Andrei Abraham,Gymnastics Men's Rings
Andrei Abraham,Gymnastics Men's Pommelled Horse
Attila brahm,"Canoeing Men's Kayak Doubles, 500 metres"
Attila brahm,"Canoeing Men's Kayak Fours, 1,000 metres"
Bernhard Abraham,Gymnastics Men's Team All-Around
Gary Abraham,Swimming Men's 100 metres Backstroke
Gary Abraham,Swimming Men's 4 x 100 metres Medley Relay
Gary Abraham,Swimming Men's 100 metres Butterfly
Melita Isidora Abraham Schssler,Rowing Women's Lightweight Double Sculls
Tadesse Abraham,Athletics Men's Marathon
Shiny Kurisingal Abraham-Wilson,Athletics Women's 800 metres
Shiny Kurisingal Abraham-Wilson,Athletics Women's 4 x 400 metres Relay
Mariola Teresa Abrahamczyk (-Fronckowiak),Rowing Women's Coxed Quadruple Sculls
Ara Abrahamian,"Wrestling Men's Middleweight, Greco-Roman"
Ara Abrahamian,"Wrestling Men's Light-Heavyweight, Greco-Roman"
Stphan Abrahamian Gonzalez,"Cycling Men's Road Race, Individual"
Clyde Abrahams,Hockey Men's Hockey
Glen Abrahams Martnez,Athletics Men's 100 metres
Glen Abrahams Martnez,Athletics Men's 200 metres
Guy A. Abrahams,Athletics Men's 100 metres
Guy A. Abrahams,Athletics Men's 200 metres
Harold Maurice Abrahams,Athletics Men's 100 metres
Harold Maurice Abrahams,Athletics Men's 200 metres
Harold Maurice Abrahams,Athletics Men's 4 x 100 metres Relay
Harold Maurice Abrahams,Athletics Men's Long Jump
Sidney Solomon Abrahams,Athletics Men's 100 metres
Sidney Solomon Abrahams,Athletics Men's Long Jump
Isak Abrahamsen,"Gymnastics Men's Team All-Around, Free System"
Knut Leo Abrahamsen,Nordic Combined Men's Individual
Trond Sevg Abrahamsen,Ice Hockey Men's Ice Hockey
"Donald Robert Abrahamson, Jr.",Weightlifting Men's Lightweight
Richard Neal Abrahamson,Handball Men's Handball
Kurt Christer Abrahamsson (-Abris),Ice Hockey Men's Ice Hockey
Erik Adolf Efraim Abrahamsson,Athletics Men's Long Jump
Karl Gran Abrahamsson,"Fencing Men's Foil, Individual"
Karl Gran Abrahamsson,"Fencing Men's epee, Individual"
Karl Gran Abrahamsson,"Fencing Men's epee, Team"
Karl Gustaf Emanuel Abrahamsson,Ice Hockey Men's Ice Hockey
Ulf Thommy Abrahamsson,Ice Hockey Men's Ice Hockey
"Fletcher Abram, Jr.",Handball Men's Handball
Iason Abramashvili,Alpine Skiing Men's Giant Slalom
Iason Abramashvili,Alpine Skiing Men's Slalom
Yelena Vasilyevna Abramchuk (Kopets-),Athletics Women's Shot Put
Oleksandr Volodymyrovych Abramenko,Freestyle Skiing Men's Aerials
Yevgeny Sergeyevich Abramenko,Biathlon Men's 10 kilometres Sprint
Yevgeny Sergeyevich Abramenko,Biathlon Men's 12.5 kilometres Pursuit
Yevgeny Sergeyevich Abramenko,Biathlon Men's 20 kilometres
Yevgeny Sergeyevich Abramenko,Biathlon Men's 4 x 7.5 kilometres Relay
Yevgeny Sergeyevich Abramenko,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay
Lahcen Abrami,Football Men's Football
Ek'aterina Abramia,Rhythmic Gymnastics Women's Individual
Jernej Abrami,"Canoeing Men's Kayak Singles, Slalom"
Levan Abramishvili,Alpine Skiing Men's Slalom
Andrey Vasilyevich Abramov,Boxing Men's Heavyweight
Andrey Viktorovich Abramov,Archery Men's Individual
Andrey Viktorovich Abramov,Archery Men's Team
Nikolay Kuzmich Abramov,Athletics Men's Marathon
Pavel Sergeyevich Abramov,Volleyball Men's Volleyball
Sergey Mikhaylovich Abramov,Ice Hockey Men's Ice Hockey
Valery Aleksandrovich Abramov,"Athletics Men's 5,000 metres"
Inna Vladimirovna Abramova,Swimming Women's 50 metres Freestyle
Inna Vladimirovna Abramova,Swimming Women's 4 x 100 metres Freestyle Relay
Nelli Mikhaylovna Abramova,Volleyball Women's Volleyball
Yekaterina Konstantinovna Abramova,"Speed Skating Women's 1,000 metres"
Yekaterina Konstantinovna Abramova,"Speed Skating Women's 1,500 metres"
Yekaterina Konstantinovna Abramova,Speed Skating Women's Team Pursuit (6 laps)
Alen Abramovi,Cross Country Skiing Men's Sprint
Alen Abramovi,Cross Country Skiing Men's 15 kilometres
Dmitry Vladimirovich Abramovich,Bobsleigh Men's Two
Dmitry Vladimirovich Abramovich,Bobsleigh Men's Four
Aliyah Abrams,Athletics Women's 400 metres
Colin Winston Abrams,Cycling Men's Sprint
John Charles Abrams,Hockey Men's Hockey
Benik Abramyan,Athletics Men's Shot Put
Antnio da Cunha Meneses Martins Abrantes,Athletics Men's 800 metres
Antnio da Cunha Meneses Martins Abrantes,Athletics Men's 4 x 400 metres Relay
Arnaldo Lus Isaas Abrantes,Athletics Men's 200 metres
Arnaldo Joaquim Castro Abrantes,Athletics Men's 4 x 100 metres Relay
David Abrard,Swimming Men's 200 metres Butterfly
Tsvetelina Abrasheva,Figure Skating Women's Singles
Amir Abrashi,Football Men's Football
Thomas Abratis,Nordic Combined Men's Team
Thomas Abratis,Nordic Combined Men's Individual
Pawe Abratkiewicz,Speed Skating Men's 500 metres
Pawe Abratkiewicz,"Speed Skating Men's 1,000 metres"
Diogo Ferreira Tribolet de Abreu,Trampolining Men's Individual
Eloy Abreu Morales,"Wrestling Men's Flyweight, Freestyle"
Glauclio Serro Abreu,Boxing Men's Middleweight
Jos Filipe Abreu,Gymnastics Men's Individual All-Around
Jos Filipe Abreu,Gymnastics Men's Floor Exercise
Jos Filipe Abreu,Gymnastics Men's Horse Vault
Jos Filipe Abreu,Gymnastics Men's Parallel Bars
Jos Filipe Abreu,Gymnastics Men's Horizontal Bar
Jos Filipe Abreu,Gymnastics Men's Rings
Jos Filipe Abreu,Gymnastics Men's Pommelled Horse
Emilio Julio Abreu,Swimming Men's 200 metres Breaststroke
Emilio Julio Abreu,Swimming Men's 200 metres Butterfly
Emilio Julio Abreu,Swimming Men's 400 metres Individual Medley
Morais Santos Abreu,Beach Volleyball Men's Beach Volleyball
Paulo Francisco Joazeiro de Abreu,Water Polo Men's Water Polo
Pedro Abreu Pascal,Basketball Men's Basketball
Rubn Abreu Rivero,"Cycling Men's Road Race, Individual"
Rui Pinto de Abreu,Swimming Men's 400 metres Freestyle
Rui Pinto de Abreu,Swimming Men's 4 x 200 metres Freestyle Relay
Rui Pinto de Abreu,Swimming Men's 100 metres Freestyle
Rui Pinto de Abreu,Swimming Men's 200 metres Freestyle
Rui Pinto de Abreu,Swimming Men's 100 metres Backstroke
Franck Abrial,"Wrestling Men's Lightweight, Greco-Roman"
rika Abril Surez,Athletics Women's Marathon
Laura Valentina Abril Restrepo,"Cycling Women's Mountainbike, Cross-Country"
"Alejandro ""lex"" Abrines Redondo",Basketball Men's Basketball
Knut Richard brink,Athletics Men's Javelin Throw
Knut Richard brink,"Athletics Men's Javelin Throw, Both Hands"
Bourhan Abro,Swimming Men's 50 metres Freestyle
Anastasiya Aleksandrovna Abrosimova,Triathlon Women's Olympic Distance
Svetlana Olegovna Abrosimova,Basketball Women's Basketball
Elisabeta Abrudeanu,Gymnastics Women's Individual All-Around
Elisabeta Abrudeanu,Gymnastics Women's Team All-Around
Elisabeta Abrudeanu,Gymnastics Women's Team Portable Apparatus
Elisabeta Abrudeanu,Gymnastics Women's Floor Exercise
Elisabeta Abrudeanu,Gymnastics Women's Horse Vault
Elisabeta Abrudeanu,Gymnastics Women's Uneven Bars
Elisabeta Abrudeanu,Gymnastics Women's Balance Beam
Saypulla Atavovich Absaidov,"Wrestling Men's Lightweight, Freestyle"
Julien Absalon,"Cycling Men's Mountainbike, Cross-Country"
Ayele Abshero Biza,Athletics Men's Marathon
Brian Kenneth Abshire,"Athletics Men's 3,000 metres Steeplechase"
Tobias Abstreiter,Ice Hockey Men's Ice Hockey
Gudrun Maria Abt,Athletics Women's 400 metres Hurdles
Gudrun Maria Abt,Athletics Women's 4 x 400 metres Relay
"Aleksandr Viktorovich ""Sasha"" Abt",Figure Skating Men's Singles
Najmeh Abtin,Archery Women's Individual
Mohamed Abu Abdullah,Athletics Men's 100 metres
Abdul Wahab Abu Al-Hail Labid,Football Men's Football
Mohamed Ahmed Abu Ali,"Fencing Men's epee, Individual"
Mohamed Ahmed Abu Ali,"Fencing Men's epee, Team"
